Username,Handle,Timestamp,Comments,Likes,Retweets,Text
Donald J. Trump,@realDonaldTrump,2020-12-10T16:10:19.000Z,Morocco recognized the United States in 1777.  It is thus fitting we recognize their sovereignty over the Western Sahara.,17.9K,44K,241.4K
Donald J. Trump,@realDonaldTrump,2020-12-10T16:10:06.000Z,Another HISTORIC breakthrough today! Our two GREAT friends Israel and the Kingdom of Morocco have agreed to full diplomatic relations – a massive breakthrough for peace in the Middle East!,14.1K,66K,300.7K
Donald J. Trump,@realDonaldTrump,2020-12-10T16:09:53.000Z,"Today, I signed a proclamation recognizing Moroccan sovereignty over the Western Sahara.  Morocco's serious, credible, and realistic autonomy proposal is the ONLY basis for a just and lasting solution for enduring peace and prosperity!",10.4K,34.5K,183K
Lance Gooden,@Lancegooden,2020-12-09T14:40:17.000Z,"Eric Swalwell spent 4 years targeting and harassing 
@realDonaldTrump
, 
@DonaldJTrumpJr
, and many others in the President’s orbit, FALSELY claiming they colluded with Russia.

Now we find out Eric Swalwell actually colluded with the CCP.

Why is he on the Intelligence Committee?",5.6K,19.3K,64.8K
Lance Gooden,@Lancegooden,2020-12-09T15:20:47.000Z,"@RepAdrianSmith
, 
@RepMoBrooks
, 
@RepMullin
, 
@RepRonWright
, 
@RepBrianBabin
, 
@RepDavidRouzer
, 
@RepScottPerry
, 
@RepRalphNorman
, 
@RepJackBergman
, & 
@Robert_Aderholt
 

(3/3)",1.3K,5.3K,25.1K
Lance Gooden,@Lancegooden,2020-12-09T15:20:26.000Z,"Thank you to 
@RepGosar
, 
@RepAndyBiggsAZ
, 
@replouiegohmert
, 
@RepTedBudd
, 
@CongressmanHice
, 
@RepGregSteube
, 
@RepAlexMooney
, 
@RepJeffDuncan
, 
@TXRandy14
, 
@RepRickAllen
, 
@RepBobGibbs
, 
@RepThomasMassie
, 
@RepGrothman
, 
@RepAndyHarrisMD
, 
@SteveKingIA
, 
@RepRutherfordFL
, 

(2/3)",1.2K,5.1K,23.9K
Rep. Ted Budd,@RepTedBudd,2020-12-09T15:33:34.000Z,"The DOJ needs to listen to #WeThePeople and address their election concerns NOW.

Glad to join 
@Lancegooden
 and more than two dozen House members to DEMAND action to ensure election integrity for 
@realDonaldTrump
.",5.5K,12K,41.1K
Alex Bruesewitz,@alexbruesewitz,2020-12-09T15:57:34.000Z,"LEADERSHIP. Thank you 
@Lancegooden
!

Fight for 
@realDonaldTrump
!Quote Tweet
Lance Gooden
@Lancegooden
 · Dec 9
Last week, I asked that @realDonaldTrump instruct the Attorney General to appoint a Special Counsel to investigate election irregularities.

Now twenty-six Republican colleagues have joined me in calling for an independent investigation to restore faith in our elections!

(1/3)
Show this thread",2K,8.3K,36.1K
David Rouzer,@RepDavidRouzer,2020-12-09T16:41:18.000Z,"Joined 
@LanceGooden
 and 25 of our colleagues to urge Attorney General Barr to appoint a Special Counsel to investigate impropriety and misconduct in last month's presidential election.Quote Tweet
Lance Gooden
@Lancegooden
 · Dec 9
Last week, I asked that @realDonaldTrump instruct the Attorney General to appoint a Special Counsel to investigate election irregularities.

Now twenty-six Republican colleagues have joined me in calling for an independent investigation to restore faith in our elections!

(1/3)
Show this thread",2.5K,10K,39.4K
Donald J. Trump,@realDonaldTrump,2020-12-10T15:12:32.000Z,"Great. Most corrupt Election in history, by far. We won!!!This claim about election fraud is disputed
Quote Tweet
Ryan Fournier
@RyanAFournier
 · Dec 9
Texas Congressman @Lancegooden has stepped up BIG time to fight for President @realDonaldTrump.

He got well over two DOZEN members to sign a letter requesting a special counsel investigate voter FRAUD because AG Barr is MIA!

Go follow @Lancegooden!

God bless Texas!",18.6K,27.9K,122.2K
Donald J. Trump,@realDonaldTrump,2020-12-09T18:05:00.000Z,"At 10:00 P.M. on Election Evening, we were at 97% win with the so-called “bookies”.",61.5K,56.7K,272.1K
Donald J. Trump,@realDonaldTrump,2020-12-09T17:54:17.000Z,"If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?This claim about election fraud is disputed",57.5K,65.3K,275.2K
Donald J. Trump,@realDonaldTrump,2020-12-09T15:34:35.000Z,#OVERTURN,59.2K,74.4K,317.9K
Donald J. Trump,@realDonaldTrump,2020-12-09T15:19:37.000Z,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! #SupremeCourt",80.8K,71.3K,347.1K
Donald J. Trump,@realDonaldTrump,2020-12-09T15:17:46.000Z,"We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent.   ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!This claim about election fraud is disputed",32.2K,57K,223.2K
Donald J. Trump,@realDonaldTrump,2020-12-09T14:59:18.000Z,This case had nothing to do with me. Fake News (as usual!). https://twitter.com/8NEWS/status/1336546553394294784…This Tweet is unavailable.,7.9K,16K,75.5K
Donald J. Trump,@realDonaldTrump,2020-12-09T14:42:29.000Z,STOCK MARKETS AT NEW ALL TIME HIGHS!!!,23.9K,29.3K,208.3K
Donald J. Trump,@realDonaldTrump,2020-12-09T14:35:12.000Z,RIGGED ELECTION!This claim about election fraud is disputed,38.5K,67.3K,339.5K
Donald J. Trump,@realDonaldTrump,2020-12-09T14:34:51.000Z,There is massive evidence of widespread fraud in the four states (plus) mentioned in the Texas suit. Just look at all of the tapes and affidavits!This claim about election fraud is disputed,17.4K,43.5K,194.7K
Donald J. Trump,@realDonaldTrump,2020-12-09T14:27:56.000Z,"Germany has consistently been used by my obnoxious critics as the country that we should follow on the way to handle the China Virus. So much for that argument. I love Germany - Vaccines on the way!!!Quote Tweet
Trump lost, BIG!!!
@Spudnikus
 · Dec 9
Merkel pleading with people to cut down on socializing as Germany records record 590 deaths in one day.

@AP #coronavirus 
https://apnews.com/article/international-news-pandemics-angela-merkel-coronavirus-pandemic-germany-c20e5f09fd12266893441e9500ae69e2…
Show this thread",15.6K,17.7K,82.5K
Donald J. Trump,@realDonaldTrump,2020-12-09T13:44:39.000Z,We will be INTERVENING in the Texas (plus many other states) case. This is the big one. Our Country needs a victory!,48.3K,58.5K,275.7K
Donald J. Trump,@realDonaldTrump,2020-12-09T13:39:36.000Z,"This was not my case as has been so incorrectly reported. The case that everyone has been waiting for is the State’s case with Texas and numerous others joining. It is very strong, ALL CRITERIA MET. How can you have a presidency when a vast majority think the election was RIGGED?This claim about election fraud is disputed
Quote Tweet
SCOTUSblog
@SCOTUSblog
 · Dec 8
The Supreme Court has rejected a Pennsylvania Republican congressman’s request to prevent Pennsylvania from certifying its presidential election results in favor of Joe Biden. 

This case is different from the lawsuit filed by the state of Texas this morning.  twitter.com/AHoweBlogger/s…",17.6K,30.8K,115.7K
Donald J. Trump,@realDonaldTrump,2020-12-08T22:34:34.000Z,NASDAQ and S&P close at all-time highs. Congratulations!,42.6K,34.8K,245.3K
The White House,@WhiteHouse,2020-12-08T20:28:16.000Z,"Every waking moment is about one purpose: saving American lives by delivering safe and effective Coronavirus therapeutics and vaccines, General Perna said.",7.1K,9.8K,47.9K
The White House,@WhiteHouse,2020-12-08T19:42:13.000Z,"""The plan we put forward prioritizes the elderly and patients with underlying conditions, as well as healthcare workers and first responders.""",5.4K,9.9K,51.3K
The White House,@WhiteHouse,2020-12-08T19:40:06.000Z,"""If authorized, tens of millions of vaccine doses will be available this month . . . and hundreds of millions more will quickly follow. Every American who wants the vaccine will be able to get the vaccine.""",6.1K,9.8K,49.7K
The White House,@WhiteHouse,2020-12-08T19:34:08.000Z,"Before Operation Warp Speed, the typical timeline for vaccine development and approval lasted years.",3.1K,7.4K,39.2K
The White House,@WhiteHouse,2020-12-08T19:30:52.000Z,"""From the instant the Coronavirus invaded our shores, we raced into action to develop a safe and effective vaccine . . . 

We harnessed the full power of government, the genius of American scientists, and the might of American industry to save millions and millions of lives.""",7K,8.8K,44K
The White House,@WhiteHouse,2020-12-08T19:11:34.000Z,"LIVE: Operation Warp Speed Vaccine Summit3:24:06
1.5M viewers
The White House
@WhiteHouse
LIVE: Operation Warp Speed Vaccine Summit
pscp.tv",3.1K,8.6K,41.8K
Donald J. Trump,@realDonaldTrump,2020-12-08T20:29:14.000Z,"They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!This claim about election fraud is disputed
Quote Tweet
Major Patriot
@MajorPatriot
 · Dec 8
The wheels are coming off.

Trump's inspired massive MAGA tsunami turnout forced them to cheat so big they lost their minds in a fraud frenzy.

Their Unconstitutional legal moves alone are dooming them.

""I caught the swamp. I caught them all"" -- DJT",25.6K,43.2K,149.1K
Donald J. Trump,@realDonaldTrump,2020-12-08T20:28:10.000Z,"Thank you and congratulations to General Flynn. He and his incredible family have suffered greatly!Quote Tweet
Tracy Beanz
@tracybeanz
 · Dec 8
Judge Sullivan has FINALLY dismissed the case of Patriot @GenFlynn!!",10.3K,36.8K,167.3K
CatherineAustinFitts,@TheSolariReport,2020-12-08T18:28:03.000Z,"Tectonic plates are shiftingTexas Sues Georgia, Michigan, Pennsylvania, and Wisconsin at Supreme Court over Election Rules
Texas filed a lawsuit directly with the U.S. Supreme Court before midnight on Monday challenging election results in four other states.
breitbart.com",3.8K,9.4K,43.7K
GrrrGraphics Cartoons,@GrrrGraphics,2020-12-08T14:42:54.000Z,"You don't mess with #Texas!Texas Sues Georgia, Michigan, Pennsylvania, and Wisconsin at Supreme Court over Election Rules
Texas filed a lawsuit directly with the U.S. Supreme Court before midnight on Monday challenging election results in four other states.
breitbart.com",2.5K,8K,39.2K
The Columbia Bugle,@ColumbiaBugle,2020-12-08T18:11:08.000Z,"God Bless Texas!Texas Sues Georgia, Michigan, Pennsylvania, and Wisconsin at Supreme Court over Election Rules
Texas filed a lawsuit directly with the U.S. Supreme Court before midnight on Monday challenging election results in four other states.
breitbart.com",1.7K,7K,39.4K
Donald J. Trump,@realDonaldTrump,2020-12-08T17:59:25.000Z,"FOR COURAGE & BRILLIANCE!Quote Tweet
Christina Bobb
@christina_bobb
 · Dec 8
God bless Texas! https://breitbart.com/politics/2020/12/07/texas-sues-georgia-michigan-pennsylvania-and-wisconsin-at-supreme-court-election-rules/…",8.7K,25.7K,127.1K
First Words,@unscriptedmike,2020-12-08T11:25:48.000Z,"This latest suit filed by Texas directly with the US Supreme Court, just before midnight last night, against several other states for violating the US Constitution in how they changed election rules, may be the one. This may be the case that breaks this thing wide open.",6.8K,13K,50.8K
First Words,@unscriptedmike,2020-12-08T15:53:53.000Z,The only question now is which state will be next to join Ken Paxton and Texas to fight the four cheating states? I’m betting on Florida.,3.9K,11.4K,50.7K
Texas T (Parler: @Towntr),Texas T (Parler: @Towntr),2020-12-08T10:14:20.000Z,"Texas filed a lawsuit directly with the Supreme Court last night challenging the election procedures in GA, MI, PA, and WI on the grounds that they violate the Constitution.

God Bless Texas!",4.3K,14K,64.6K
Donald J. Trump,@realDonaldTrump,2020-12-08T14:51:04.000Z,"Thank you to Speaker Cutler and all others in Pennsylvania and elsewhere who fully understand what went on in the 2020 Election. It’s called total corruption!This claim about election fraud is disputed
Quote Tweet
Rep. Malcolm ‘Wear A Mask’ Kenyatta
@malcolmkenyatta
 · Dec 7
Speaker Cutler should have told the President to accept the results of the election and knock off the nonsense. 

Instead, he joined a letter last week to ask Congress to overturn the electoral college. 

The cowardice is stunning.  https://washingtonpost.com/politics/trump-pennsylvania-speaker-call/2020/12/07/d65fe8c4-38bf-11eb-98c4-25dc9f4987e8_story.html…
Show this thread",11.1K,22.3K,92K
Donald J. Trump,@realDonaldTrump,2020-12-08T14:44:51.000Z,"...And it’s not normal when a sitting Senator is forced to retire because his Arizona poll numbers were so low that he would have come out dead last in the Republican Primary, and had zero chance of winning the general election. Great job Jeff!Quote Tweet
Jeff Flake
@JeffFlake
 · Dec 7
There is long-term damage when this kind of behavior is normalized. It is not normal, and elected Republicans need to speak out against it.

https://washingtonpost.com/politics/trump-pennsylvania-speaker-call/2020/12/07/d65fe8c4-38bf-11eb-98c4-25dc9f4987e8_story.html…",11.3K,21K,91.7K
Donald J. Trump,@realDonaldTrump,2020-12-08T14:36:34.000Z,"I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, & allow for 5G & troop reductions in foreign lands!",12.5K,36.4K,168.3K
Donald J. Trump,@realDonaldTrump,2020-12-08T05:15:48.000Z,"Georgia is watching 
@BrianKempGA
, 
@GeoffDuncanGA
, and 
@GaSecofState
!6:00
685.3K views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",13.1K,29.9K,96.2K
Donald J. Trump,@realDonaldTrump,2020-12-08T04:13:29.000Z,"From 
Team Trump (Text TRUMP to 88022)",12.6K,64.7K,167.2K
Donald J. Trump,@realDonaldTrump,2020-12-08T03:28:25.000Z,"THANK YOU GEORGIA!From 
Grace Saldana",15.2K,35.5K,191.3K
Donald J. Trump,@realDonaldTrump,2020-12-08T03:21:21.000Z,"Georgia Lt. Governor 
@GeoffDuncanGA
 is a RINO Never Trumper who got himself elected as LG by falsely claiming to be “pro-Trump”. Too dumb or corrupt to recognize massive evidence of fraud in GA & should be replaced! We need every great Georgian to call him out! #SpecialSession!This claim about election fraud is disputed",19.7K,41.6K,152K
Donald J. Trump,@realDonaldTrump,2020-12-08T01:36:07.000Z,"“Georgia is not the only state that pushed through these last minute rules changes before the presidential election.” 
@marthamaccallum
  They forgot about our Constitution!",17.3K,37.2K,162.6K
Donald J. Trump,@realDonaldTrump,2020-12-08T01:05:27.000Z,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr  Meaning that massive numbers of bad votes were pouring in!Learn how voting by mail is safe and secure,16.8K,36.6K,168.3K
Donald J. Trump,@realDonaldTrump,2020-12-08T01:01:21.000Z,State officials were ignorant of the limitations imposed by the Constitution. Ken Starr,10.3K,33.9K,176.9K
