Username,Handle,Timestamp,Comments,Likes,Retweets,Text
Donald J. Trump,@realDonaldTrump,2020-11-30T17:34:35.000Z,".
@OANN
  WOW, total election corruption in Arizona. Hearing on now! Why isn’t 
@FoxNews
 covering the Arizona hearings?This claim about election fraud is disputed",43.6K,62.9K,249.5K
Donald J. Trump,@realDonaldTrump,2020-11-30T17:12:42.000Z,"Trump legal team in Arizona and on 
@OANN
 now. Big “stuff”. Enjoy!",22K,38.6K,224K
Donald J. Trump,@realDonaldTrump,2020-11-30T14:46:39.000Z,"Moderna now applying for Emergency Vaccine Approval.. 
@US_FDA
 MUST ACT QUICKLY!!!  “Operation Warp Speed has been a great modern day miracle.”",15.8K,28K,164.2K
TRUMP IS STILL OUR PRESIDENT,@9NEWSNANCY,2020-11-30T01:22:05.000Z,"“
@RandPaul
 wants an explanation on WHY Trump's ""defeat"" happened in FOUR DATA DUMPS between 1:34 am & 6:31 am.

We all know Trump won this election.

If we don’t fight for truth here — we will FOREVER get evil by default.
#FreeAndFairElectionsMultiple sources called this election differently
Rand Paul is Listening to the Base...He Just Got On Twitter and Very Boldly Backed Up President...
I don’t know anyone who actually believes that Joe Biden won the presidency. Granted, I am not exactly surrounded by a lot of liberals in my life, but I do have a few of them hanging around, but I...
waynedupree.com",11.7K,24.5K,74.1K
Donald J. Trump,@realDonaldTrump,2020-11-30T13:59:51.000Z,"Why won’t Governor 
@BrianKempGA
, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....This claim about election fraud is disputed",25.9K,53K,194K
Donald J. Trump,@realDonaldTrump,2020-11-30T13:59:52.000Z,"....Also, quickly check the number of envelopes versus the number of ballots. You may just find that there are many more ballots than there are envelopes. So simple, and so easy to do. Georgia Republicans are angry, all Republicans are angry. Get it done!This claim about election fraud is disputed",12.7K,29.5K,122.6K
Donald J. Trump,@realDonaldTrump,2020-11-30T13:41:43.000Z,"I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!",73K,99K,495.3K
Donald J. Trump,@realDonaldTrump,2020-11-30T03:05:16.000Z,"NO WAY WE LOST THIS ELECTION!Quote Tweet
Dan Scavino
@DanScavino
 · Nov 10",82.9K,77.4K,303K
Dan Scavino,@DanScavino,2020-11-29T00:20:46.000Z,"Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Oct 16, 2012
Congratulations to @JamesOKeefeIII on exposing more Democrat voter fraud.  @DNC was caught red handed telling people to vote twice.",5.1K,19.4K,79.2K
Donald J. Trump,@realDonaldTrump,2020-11-30T03:00:35.000Z,"Pennsylvania can lead the way, just like it did many years ago. Very important things happening!Quote Tweet
Elizabeth Harrington
@LizRNC
 · Nov 25
WATCH: @SenMastriano gives stirring opening statement.

“The republic is at stake. This is no game for us.

“There’s a group in this state and country willing to throw away our valuable and precious freedoms.

“We’re here to shed light on darkness.”
7:15
735.2K views
This claim about election fraud is disputed",10.5K,42.7K,163.5K
Natalie Harp,@NatalieJHarp,2020-11-28T18:38:20.000Z,"MAKE CALIFORNIA GREAT AGAIN! Quote Tweet
Newt Gingrich
@newtgingrich
 · Nov 28
Republicans are set to flip 4 House seats in California, a significant reversal of the 2018 mid-terms.
https://foxnews.com/politics/gop-poised-to-flip-4-house-seats-in-california-more-than-any-other-state…",2.4K,13.8K,68.9K
Elizabeth Harrington,@LizRNC,2020-11-29T04:31:45.000Z,"“To all Americans, what we choose to do in this life should never be stopped by fear.” - 
@GenFlynnTrump Closes a Dark Chapter for Flynn
Commentary President Donald Trump’s pardon of retired Lt. Gen. Michael Flynn closes a dark chapter that few could ...
theepochtimes.com",3.1K,14.2K,62.3K
Donald J. Trump,@realDonaldTrump,2020-11-29T16:24:48.000Z,"From 
Team Trump (Text TRUMP to 88022)",29.5K,35.6K,165.9K
Donald J. Trump,@realDonaldTrump,2020-11-29T16:24:13.000Z,"0:23
766.1K views
From 
Team Trump (Text TRUMP to 88022)
Multiple sources called this election differently",12K,27.7K,118.3K
Donald J. Trump,@realDonaldTrump,2020-11-29T16:24:04.000Z,"1:01
782.7K views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",9.8K,28.4K,116.6K
Donald J. Trump,@realDonaldTrump,2020-11-29T16:23:49.000Z,"1:03
868.1K views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",10.6K,28.7K,120.8K
Donald J. Trump,@realDonaldTrump,2020-11-29T14:00:29.000Z,"Will be doing an interview with 
@MariaBartiromo
 at 10:00 A.M. on 
@FoxNews
. Enjoy!",28.2K,27.2K,190.6K
Donald J. Trump,@realDonaldTrump,2020-11-29T00:43:57.000Z,"4:07
7M views
From 
Team Trump (Text TRUMP to 88022)",38.2K,51.5K,188K
Donald J. Trump,@realDonaldTrump,2020-11-28T20:49:26.000Z,"The number of ballots that our Campaign is challenging in the Pennsylvania case is FAR LARGER than the 81,000 vote margin. It’s not even close. Fraud and illegality ARE a big part of the case. Documents being completed. We will appeal!",56.8K,76.4K,351.1K
Donald J. Trump,@realDonaldTrump,2020-11-28T20:10:35.000Z,"Specific allegations were made, and we have massive proof, in the Pennsylvania case. Some people just don’t want to see it. They want nothing to do with saving our Country. Sad!!!This claim about election fraud is disputed",49.5K,69.3K,292.8K
Donald J. Trump,@realDonaldTrump,2020-11-28T20:00:08.000Z,"The Wisconsin recount is not about finding mistakes in the count, it is about finding people who have voted illegally, and that case will be brought after the recount is over, on Monday or Tuesday. We have found many illegal votes. Stay tuned!This claim about election fraud is disputed",27.1K,67.6K,276.2K
Donald J. Trump,@realDonaldTrump,2020-11-28T19:48:23.000Z,".
@FoxNews
 daytime is virtually unwatchable, especially during the weekends. Watch 
@OANN
, 
@newsmax
, or almost anything else. You won’t have to suffer through endless interviews with Democrats, and even worse!",30.1K,54.4K,239.7K
Doug Mastriano,@dougmastriano,2020-11-28T16:00:09.000Z,"It is, as always, truly worth defending.Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Nov 28
So much credit to all of the brave men and women in state houses who are defending our great Constitution. Thank you!",4K,18.4K,90.7K
Donald J. Trump,@realDonaldTrump,2020-11-28T18:35:11.000Z,"Alan Dershowitz: Trump was ‘Absolutely Right‘ to Pardon Michael Flynn https://breitbart.com/politics/2020/11/27/alan-dershowitz-trump-absolutely-right-to-pardon-michael-flynn/… via 
@BreitbartNewsAlan Dershowitz: Trump was 'Absolutely Right' to Pardon Michael Flynn
Alan Dershowitz praised President Trump's decision to grant a full pardon to his former National Security Advisor, Michael Flynn.
breitbart.com",14.1K,29.5K,144.2K
Donald J. Trump,@realDonaldTrump,2020-11-28T15:49:03.000Z,So much credit to all of the brave men and women in state houses who are defending our great Constitution. Thank you!,29.7K,72.7K,442K
Donald J. Trump,@realDonaldTrump,2020-11-28T05:09:56.000Z,"The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching!Multiple sources called this election differently
Quote Tweet
Senator Doug Mastriano
@SenMastriano
 · Nov 27
This was posted on our Department of State dashboard but had since been deleted.
Multiple sources called this election differently",60.1K,86.6K,264.3K
Donald J. Trump,@realDonaldTrump,2020-11-28T02:57:08.000Z,"8:46
1.4M views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",16.2K,39.8K,156.2K
Donald J. Trump,@realDonaldTrump,2020-11-27T23:55:37.000Z,The restaurant business is being absolutely decimated. Congress should step up and help. Time is of the essence!,33.1K,60.7K,338.3K
Senator Doug Mastriano,@SenMastriano,2020-11-27T18:59:47.000Z,This was posted on our Department of State dashboard but had since been deleted.Multiple sources called this election differently,19.8K,84.7K,176.7K
Donald J. Trump,@realDonaldTrump,2020-11-27T19:35:28.000Z,"Biden did poorly in big cities (Politico), except those of Detroit (more votes than people!), Philadelphia, Atlanta and Milwaukee, which he had to win. Not surprisingly, they are all located in the most important swing states, and are long known for being politically corrupt!This claim about election fraud is disputed",56.1K,64.9K,259.2K
Lou Dobbs,@LouDobbs,2020-11-27T13:22:55.000Z,"Trump says coronavirus vaccine deliveries will start next weekTrump says coronavirus vaccine deliveries will start next week
The comments come ahead of a Dec. 10 meeting where FDA regulators will review Pfizer and BioNTech's request for an emergency use authorization for their COVID-19 vaccine.
foxnews.com",11.8K,14.5K,66.8K
Donald J. Trump,@realDonaldTrump,2020-11-27T17:48:53.000Z,"0:43
1M views
From 
Newsmax
Multiple sources called this election differently",12.3K,36.4K,133.3K
Donald J. Trump,@realDonaldTrump,2020-11-27T15:56:13.000Z,"Biden can only enter the White House as President if he can prove that his ridiculous “80,000,000 votes” were not fraudulently or illegally obtained. When you see what happened in Detroit, Atlanta, Philadelphia & Milwaukee, massive voter fraud, he’s got a big unsolvable problem!This claim about election fraud is disputed",121.9K,118.9K,386.5K
Yossi Melman,@yossi_melman,2020-11-27T13:49:52.000Z,"Mohsen Fakhrizadeh has been assassinated in Damavand, east of Tehran according to reports in Iran. He was head of Iran’s secret military program and wanted for many years by Mossad. His death is a major psychological and professional blow for Iran.",3.4K,16.8K,60.6K
Yossi Melman,@yossi_melman,2020-11-27T15:38:44.000Z,"לאחר הכחשות ממשלת אירן מודה רשמית כי פחירזאדה בכיר מדעני תכנית הגרעין שלה חוסל ליד טהרן. בהודעה רשמית משמרות המהפכה מספידים את מותו ומבטיחים ""כמו בעבר"" נקמה. הוא היה פרופ' לפיסיקה באוניברסיטת אמאם חוסיין, עמד בראש תכנית הגרעין הסודית שכונתה אמאד ו- SPND ובריג. גנרל (תא""ל) במשמרות",1.3K,5.2K,22.2K
The New York Times,@nytimes,2020-11-27T15:14:36.000Z,"Breaking News: Iran’s top nuclear scientist was fatally shot in northern Iran, state media reported. He was seen as the force behind its nuclear weapons program.Live Updates: Iran’s Top Nuclear Scientist Killed in Attack, State Media Say
The scientist, Mohsen Fakhrizadeh, was described by U.S. and Israeli intelligence assessments as the force behind Iran’s nuclear weapons program. News reports in Iran say he died after being attacked...
nytimes.com",4K,12.5K,38.5K
Dan Scavino,@DanScavino,2020-11-18T02:35:24.000Z,"From 
Heather Mullins - Real America’s Voice (RAV-TV)",4.2K,32.7K,66.3K
Donald J. Trump,@realDonaldTrump,2020-11-27T15:45:35.000Z,"Big Tech and the Fake News Media have partnered to Suppress. Freedom of the Press is gone, a thing of the past. That’s why they refuse to report the real facts and figures of the 2020 Election or even, where’s Hunter!This claim about election fraud is disputed
Quote Tweet
Dan Scavino
@DanScavino
 · Nov 17",18.2K,50.5K,151.9K
Donald J. Trump,@realDonaldTrump,2020-11-27T15:31:43.000Z,"So much truth!Quote Tweet
Dan Scavino
@DanScavino
 · Nov 21",19.1K,48.6K,194.8K
Donald J. Trump,@realDonaldTrump,2020-11-27T15:28:14.000Z,"All newly rebuilt military!Quote Tweet
Dan Scavino
@DanScavino
 · Nov 21",8.3K,30.4K,148K
Dan Scavino,@DanScavino,2020-11-23T05:31:04.000Z,,4.2K,41.6K,105.2K
Donald J. Trump,@realDonaldTrump,2020-11-27T15:03:16.000Z,"Yesterday’s news conference being broadcast in full now on 
@Newsmax
. Enjoy!",15.9K,35.8K,210.6K
Donald J. Trump,@realDonaldTrump,2020-11-27T02:53:19.000Z,"A must read. Impossible for Biden to have overcome these, and even greater, odds!5 More Ways Joe Biden Magically Outperformed Election Norms
Surely the journalist class should be intrigued by the historic implausibility of Joe Biden’s victory. That they are not is curious, to say the least.
thefederalist.com",26.5K,59.7K,191.3K
Donald J. Trump,@realDonaldTrump,2020-11-26T15:44:23.000Z,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.This claim about election fraud is disputed",111.3K,127.5K,497K
Donald J. Trump,@realDonaldTrump,2020-11-27T13:36:34.000Z,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!This claim about election fraud is disputed",20.9K,83.3K,277.4K
Donald J. Trump,@realDonaldTrump,2020-11-27T13:36:23.000Z,"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES. 
@OANNThis claim about election fraud is disputed",24.6K,83.3K,253.6K
Donald J. Trump,@realDonaldTrump,2020-11-27T13:36:22.000Z,"“President Trump nominates record number of Federal Judges.” 
@OANN",7.8K,29.4K,195.5K
Donald J. Trump,@realDonaldTrump,2020-11-27T13:36:17.000Z,"REPORT: Biden’s Thanksgiving Day Address gets just 1000 views online, a record low. Observers say a candidate with “80,000,000” votes would get many more online viewers. Numbers don’t lie, or add up! 
@OANN",41K,61.3K,253.1K
Team Trump (Text TRUMP to 88022),@TeamTrump,2020-11-26T23:52:52.000Z,"President 
@realDonaldTrump
 delivers a #Thanksgiving message via video conference to members of the U.S. military0:49
908.7K views",4.5K,12.7K,59.6K
Team Trump (Text TRUMP to 88022),@TeamTrump,2020-11-26T23:53:54.000Z,"President 
@realDonaldTrump
 says vaccine distribution will “start next week and the week after” for frontline workers, seniors",4.3K,13.7K,72.5K
Donald J. Trump,@realDonaldTrump,2020-11-27T04:11:22.000Z,"For purposes of National Security, Section 230 must be immediately terminated!!!",49.9K,96K,403.1K
Donald J. Trump,@realDonaldTrump,2020-11-27T04:06:45.000Z,"Twitter is sending out totally false “Trends” that have absolutely nothing to do with what is really trending in the world. They make it up, and only negative “stuff”. Same thing will happen to Twitter as is happening to 
@FoxNews
 daytime. Also, big Conservative discrimination!",51.5K,68.4K,267.9K
Donald J. Trump,@realDonaldTrump,2020-11-27T03:49:54.000Z,"I gave a long news conference today after wishing the military a Happy Thanksgiving, & realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!Multiple sources called this election differently",39K,67.9K,274.5K
Donald J. Trump,@realDonaldTrump,2020-11-26T22:29:14.000Z,"Proclamation on Thanksgiving Day, 2020 | The White House
On Thanksgiving Day, we thank God for the abundant blessings in our lives.  As we gather with family and friends to celebrate this season of generosity, ho
whitehouse.gov",14K,28.4K,160.5K
Donald J. Trump,@realDonaldTrump,2020-11-26T20:58:58.000Z,"A brilliant woman of courage!Quote Tweet
David J Harris Jr
@DavidJHarrisJr
 · Nov 25
Judge bars Pennsylvania from certifying the election until she can hear arguments from both sides and makes a decision.
https://davidharrisjr.com/steven/judge-blocks-certification-of-pennsylvania-election-results/…",14.6K,33.6K,177.5K
David J Harris Jr,@DavidJHarrisJr,2020-11-26T03:00:00.000Z,"The media tried to ignore it, here are clips from the hearing.Gettysburg Voter Fraud Hearing Ignored By the 'Ruling Class', While 'Peasant Class' Victorious in...
On Wednesday the legal team of President Donald J. Trump who represents at least 73 Million voters and the interest of the United States of America, held a hearing with concerned Pennsylvania Senate...
djhjmedia.com",5.1K,21.2K,67.9K
Donald J. Trump,@realDonaldTrump,2020-11-26T15:48:01.000Z,"HAPPY THANKSGIVING!Quote Tweet
SCOTUSblog
@SCOTUSblog
 · Nov 26
Just before midnight on the night before Thanksgiving, the Supreme Court blocked New York Gov. Andrew Cuomo from enforcing attendance limits at religious services. The vote is 5-4, with Roberts and the three liberals dissenting.

Here is the ruling: https://supremecourt.gov/opinions/20pdf/20a87_4g15.pdf…
Show this thread",29.2K,44K,235.7K
Lin Wood,@LLinWood,2020-11-26T00:14:06.000Z,"Thanksgiving Eve News!

11th Circuit granted my Emergency Motion for Expedited Review of lawsuit challenging validity of GA election procedure.

We The People delivered a historic landslide win for 
@realDonaldTrump
 in GA & nationally.

We The People will not allow it be stolen.Multiple sources called this election differently",18.6K,56.8K,159.8K
Donald J. Trump,@realDonaldTrump,2020-11-26T00:46:11.000Z,"3:34
1.1M views
From 
Team Trump (Text TRUMP to 88022)
Learn how voting by mail is safe and secure",12.8K,41.2K,135.9K
Donald J. Trump,@realDonaldTrump,2020-11-26T00:34:44.000Z,"Have a great life General Flynn!Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Nov 25
It is my Great Honor to announce that General Michael T. Flynn has been granted a Full Pardon. Congratulations to @GenFlynn and his wonderful family, I know you will now have a truly fantastic Thanksgiving!",22.1K,43.8K,230.6K
Donald J. Trump,@realDonaldTrump,2020-11-25T17:39:42.000Z,"The “losers & suckers” statement on dead military heroes has been proven to be a total fabrication and lie. IT WAS NEVER MADE! The “anonymous” fabricator, who is a major sleaze, went forward with the lie despite 25 strong witnesses to the contrary. Welcome to the roaring 20’s!",37.8K,50.5K,249.2K
Lindsey Graham,@LindseyGrahamSC,2020-11-25T22:12:17.000Z,"I hope General Flynn can now move forward with his life.

Well done President Trump!",12.2K,10.9K,74.4K
Cerno,@Cernovich,2020-11-25T21:12:53.000Z,"After today’s Pennsylvania hearing, no person of good faith can claim this was a fair and free election.This claim about election fraud is disputed",5.1K,23.5K,93.5K
Donald J. Trump,@realDonaldTrump,2020-11-26T00:24:09.000Z,"Great people. Tonight!Quote Tweet
Sara A. Carter
@SaraCarterDC
 · Nov 25
It’s an important night @HeyTammyBruce on @IngrahamAngle looking forward to joining you and everyone else tonight! Hope you all join us at 10 p.m. EST twitter.com/HeyTammyBruce/…",3.4K,12.8K,83.9K
Rep Andy Biggs,@RepAndyBiggsAZ,2020-11-25T02:47:33.000Z,"The U.S. economy has enjoyed incredible momentum since President 
@realDonaldTrump
 took office thanks to his commitment to pro-growth policies. Even the sustained COVID hysteria couldn’t stop the economy from storming back under the president’s leadership.Dow surges more than 400 points, closes above 30,000 for the first time ever
The Dow broke above 30,000 for the first time amid positive vaccine news, hope for a strong economic recovery in 2021 and easing of political uncertainty
cnbc.com",5.1K,10.6K,47.2K
Donald J. Trump,@realDonaldTrump,2020-11-26T00:20:17.000Z,"Great job Mark!Quote Tweet
CBP Mark Morgan
@CBPMarkMorgan
 · Nov 25
The new border wall system is unprecedented in its ability to impede, deny, and deter dangerous people and products from entering our country. twitter.com/USBPChief/stat…",4.5K,18.6K,101.4K
Rep Andy Biggs,@RepAndyBiggsAZ,2020-11-25T20:42:50.000Z,"Quite a few.Quote Tweet
Lisa Boothe
@LisaMarieBoothe
 · Nov 25
What percentage of COVID dictators do you think are spending Thanksgiving with a large group of people?",2K,9.4K,45.6K
Congresswoman Debbie Lesko,@RepDLesko,2020-11-25T20:07:23.000Z,"The Dow Jones average surpassed 30,000 for the first time ever! Thanks to President 
@realDonaldTrump
's pro-growth, pro-America policies, we are well on our way to rebuilding the greatest economy in history!Quote Tweet
The White House
@WhiteHouse
US government account
 · Nov 24
Today, the Dow Jones average broke 30,000 for the first time in HISTORY! 

""This is the ninth time that we've set a record during the course of 2020, and it's the 48th time that we've set the record during the @realDonaldTrump Administration.""",5.1K,11.3K,54.7K
Congresswoman Debbie Lesko,@RepDLesko,2020-11-25T20:42:47.000Z,"Virtual learning hurts many students. The results after over a semester of online learning prove that schools NEED to offer in-person options and get kids safely back into the classroom.School systems across the US report increased rates of failure from virtual learning
While more school districts face a return to completely virtual classrooms as the latest coronavirus surge sweeps the nation, systems are increasingly reporting that online learning doesn't cut it,...
washingtonexaminer.com",1.7K,7.7K,31.8K
Rick Scott,@SenRickScott,2020-11-25T21:44:39.000Z,"This election has shown we need major reforms to our election systems, including Voter ID laws across the nation, to protect against fraud and rebuild the American people’s trust in fair outcomes. 
 
Read more about my VOTER Act here: https://bit.ly/SRS_VOTERAct",9.9K,14.1K,57.2K
Lee Zeldin,@RepLeeZeldin,2020-11-19T01:09:01.000Z,Republicans will take back the House in 2022.,4.9K,8.3K,43.1K
Donald J. Trump,@realDonaldTrump,2020-11-26T00:07:44.000Z,"This Election was RIGGED, but we will WIN!This claim about election fraud is disputed
Quote Tweet
Lee Zeldin
@RepLeeZeldin
 · Nov 18
Ballot integrity matters and must be totally defended. Our elections are not tamper proof and error proof. Confronting that reality head on is the only acceptable path forward in this moment and beyond. We MUST make the system stronger.",15K,37.4K,160.7K
Lee Zeldin,@RepLeeZeldin,2020-11-19T03:20:34.000Z,"You can’t unite our country by demanding Trump supporters just sit down, shut up & suck it up. It doesn’t work like that. Actually that approach only divides us further, especially for the many (you know who you are) who spent the last 4 years resisting, impeaching & obstructing.",2.9K,14.2K,45.6K
Lee Zeldin,@RepLeeZeldin,2020-11-21T15:25:26.000Z,"The MS-13 crackdown continues. The feds must stay on offense and not let up.Feds seek death penalty for MS-13 member charged in 7 murders
The Justice Department has authorized federal prosecutors to seek the death penalty against an MS-13 gang leader charged in connection to seven gruesome murders — including the baseball
nypost.com",622,6.9K,27.2K
Louie Gohmert,@replouiegohmert,2020-11-22T20:16:07.000Z,"If we don’t stop the fraud and fix the system, 2022, 2024 and beyond won’t be free and fair elections. We must preserve the integrity of our elections. #StopTheSteal 
cc: 
@TheJusticeDeptThis claim about election fraud is disputed
Gohmert: We Must Stop the Fraud to Save Future Elections
Rep. Gohmert joined Newsmax to discuss the fraud in the 2020 election and the importance of remedying the system in order to keep future elections free and f...
youtube.com",2.2K,12K,38.6K
Mark Meadows,@MarkMeadows,2020-11-25T21:36:31.000Z,"Congratulations to General Flynn—a well deserved day for an American Patriot. 

What the left did to him and his family these last 4 years must never be allowed to happen again in America.",3K,11.7K,53.9K
Donald J. Trump,@realDonaldTrump,2020-11-26T00:02:06.000Z,"Corrupt Election!This claim about election fraud is disputed
Quote Tweet
David Kaplan
@DKaplanWTAE
 · Nov 25
JUST IN:

Commonwealth court orders a Friday hearing on the Mike Kelly/Sean Parnell lawsuit asking to throw away all mail-in ballots.

Also says to pause all activity as it relates to certification.

Unclear what this means, since PA election has formally been certified.

#WTAE
Show this thread",5.7K,20K,81.8K
Donald J. Trump,@realDonaldTrump,2020-11-26T00:01:20.000Z,"Big news!Quote Tweet
The Washington Times
@WashTimes
 · Nov 25
Pennsylvania state judge sides with GOP, halting election certification https://bit.ly/39dVAke",6.1K,32.4K,160.5K
Donald J. Trump,@realDonaldTrump,2020-11-25T23:59:48.000Z,"Huge court win lets Trump present ballot evidence, could overturn Nevada result
A Nevada judge has agreed to let the Trump campaign present its evidence that fraud and illegalities plagued the state’s election, enough to reverse Joe Biden's win and set an example for other state...
washingtonexaminer.com",5.3K,29.6K,128.6K
Mark Meadows,@MarkMeadows,2020-11-25T02:42:14.000Z,BIG news in Nevada: a Judge has allowed NV Republicans to present findings of widespread voter fraud in a Dec. 3rd hearing. Americans will now hear evidence from those who saw firsthand what happened—a critical step for transparency and remedying illegal ballots. Stay tuned.,6.1K,40.7K,150K
Donald J. Trump,@realDonaldTrump,2020-11-25T23:17:31.000Z,"“Data group exposes wide spread Mail-In Ballot Fraud.” 
@ChanelRion
  @OANNLearn how voting by mail is safe and secure",21.4K,57.3K,244.2K
Donald J. Trump,@realDonaldTrump,2020-11-25T21:08:07.000Z,"It is my Great Honor to announce that General Michael T. Flynn has been granted a Full Pardon. Congratulations to 
@GenFlynn
 and his wonderful family, I know you will now have a truly fantastic Thanksgiving!",86.5K,131.7K,474.6K
Donald J. Trump,@realDonaldTrump,2020-11-25T20:24:33.000Z,"9:57
1.6M views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed
Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Nov 25
I will be speaking before a very important Pennsylvania State Senate hearing which is in process now. Talking about the massive voter fraud which took place in the 2020 Election!
This claim about election fraud is disputed",13K,34K,121.8K
Donald J. Trump,@realDonaldTrump,2020-11-25T19:41:26.000Z,I will be speaking before a very important Pennsylvania State Senate hearing which is in process now. Talking about the massive voter fraud which took place in the 2020 Election!This claim about election fraud is disputed,30.9K,55.7K,260.8K
Team Trump (Text TRUMP to 88022),@TeamTrump,2020-11-25T19:26:30.000Z,"WATCH: Crowd gasps after finding out that a mysterious spike of votes in Pennsylvania had 600,000 votes for Biden and only 3,200 for 
@realDonaldTrump1:25
2.1M views
This claim about election fraud is disputed",10.1K,53.1K,133.9K
Donald J. Trump,@realDonaldTrump,2020-11-25T17:45:04.000Z,RIGGED ELECTION!This claim about election fraud is disputed,72.4K,99.9K,481K
Donald J. Trump,@realDonaldTrump,2020-11-25T15:44:26.000Z,"But 2020 is a long way from over!Quote Tweet
John Solomon
@jsolomonReports
 · Nov 25
Majority of Republicans say they would vote Trump in 2024, poll | Just The News https://justthenews.com/politics-policy/elections/majority-republicans-say-they-would-vote-trump-2024-poll-finds…",27.2K,37.2K,188.2K
John Solomon,@jsolomonReports,2020-11-25T15:16:21.000Z,"Trump team wins hearings in Arizona, Michigan and Pennsylvania legislatures on election concerns | Just The NewsTrump team says it's won hearings in Arizona, Michigan, Pennsylvania legislatures on voting concerns
The hearings will be held ""in an effort to provide confidence that all of the legal votes have been counted and the illegal votes have not been counted in the November 3rd election.""
justthenews.com",6.5K,23.2K,80.4K
John Solomon,@jsolomonReports,2020-11-25T15:25:06.000Z,"Rep. McClintock says with Congress and the presidency the left would pack the court and more | Just The NewsRep. McClintock says with Congress and the presidency the left would pack the court and more
""I think liberals have far more in common with conservatives now than they have with the left,"" the congressman said during an interview on the John Solomon Reports podcast.
justthenews.com",2.3K,7.9K,32.3K
Donald J. Trump,@realDonaldTrump,2020-11-25T15:33:41.000Z,"Marc Morano, http://ClimateHustle2.Com  “Perhaps President Trump’s greatest accomplishment is United States Energy Dominance.”CLIMATE HUSTLE 2
Buy now on DVD or Blu Ray. #climatehustle2
climatehustle2.com",5.7K,19.3K,81.3K
Svetlana Lokhova,@RealSLokhova,2020-11-25T04:13:36.000Z,"Judge Sullivan was supposed to proceed ""with dispatch"" (in a quick and efficient way) in Gen Flynn's case.

Three months have passed since...",3.1K,14.7K,57.5K
LORI HENDRY,@Lrihendry,2020-11-24T06:48:07.000Z,"In GA, they threw away the envelops with the signatures that the ballots came in, then commingled the mail-in ballots with the day-of ballots so there was no way to tell them apart.This claim about election fraud is disputed",12.9K,25.8K,79.2K
Donald J. Trump,@realDonaldTrump,2020-11-24T12:33:04.000Z,"Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen‘ https://breitbart.com/2020-election/2020/11/23/poll-79-of-trump-voters-believe-election-was-stolen-through-illegal-voting-and-fraud/… via 
@BreitbartNews
 They are 100% correct, but we are fighting hard. Our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. RIGGED ELECTION!This claim about election fraud is disputed
Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen'
Politico's 2020 Voter Priorities Survey shows that a vast majority of Trump voters believe the election results are fradulent.
breitbart.com",39.4K,52.7K,184.1K
Team Trump (Text TRUMP to 88022),@TeamTrump,2020-11-24T16:59:00.000Z,"The Great American Comeback is ONLY possible with President 
@realDonaldTrump
!Quote Tweet
CNBC Now
@CNBCnow
 · Nov 24
BREAKING: Dow Jones Industrial Average hits 30,000 for the first time 
https://cnb.cx/3kZbfGA",10.5K,15.4K,68.9K
Lin Wood,@LLinWood,2020-11-24T19:16:07.000Z,"Make requests for the video footage, Georgia Patriots. Overwhelm them so that they CANNOT destroy the evidence.

Follow the Chinese money. Follow the Dominion money. DEMAND answers from 
@BrianKempGA
 & 
@GaSecofState
.

They work for We The People. 

#FightBackThis claim about election fraud is disputed
Quote Tweet
Heather Mullins - Real America’s Voice (RAV-TV)
@TalkMullins
 · Nov 24
Georgia: I learned on the @GaSecofState zoom call yesterday that all the ballot drop boxes are monitored by video cameras. The footage is stored for 30 days & is available to the public upon request. @RealAmVoice",2.9K,25.4K,57.2K
